GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:1901135	carbohydrate derivative metabolic process	803	9	0.71	1.3e-08	6.760e-06	P	AT1G01090, AT1G02145, AT1G16900, AT1G54220, AT2G40190, AT2G47760, AT3G13930, AT5G02410, AT5G41670	ODPA3_ARATH, ALG12_ARATH, ALG9_ARATH, ODP23_ARATH, ALG11_ARATH, ALG3_ARATH, ODP22_ARATH, ALG10_ARATH, 6PGD2_ARATH
GO:0006488	dolichol-linked oligosaccharide biosynthetic process	7	3	0.01	2.1e-08	1.001e-05	P	AT1G16900, AT2G40190, AT5G02410	ALG9_ARATH, ALG11_ARATH, ALG10_ARATH
GO:0032787	monocarboxylic acid metabolic process	630	8	0.56	4e-08	1.760e-05	P	AT1G01090, AT1G54220, AT1G65520, AT3G06860, AT3G13930, AT4G14430, AT4G29010, AT5G41670	ODPA3_ARATH, ODP23_ARATH, ECI1_ARATH, MFP2_ARATH, ODP22_ARATH, ECI2_ARATH, AIM1_ARATH, 6PGD2_ARATH
GO:0006486	protein glycosylation	115	5	0.1	4.9e-08	1.823e-05	P	AT1G02145, AT1G16900, AT2G40190, AT2G47760, AT5G02410	ALG12_ARATH, ALG9_ARATH, ALG11_ARATH, ALG3_ARATH, ALG10_ARATH
GO:0043413	macromolecule glycosylation	115	5	0.1	4.9e-08	1.823e-05	P	AT1G02145, AT1G16900, AT2G40190, AT2G47760, AT5G02410	ALG12_ARATH, ALG9_ARATH, ALG11_ARATH, ALG3_ARATH, ALG10_ARATH
GO:0009101	glycoprotein biosynthetic process	116	5	0.1	5.1e-08	1.823e-05	P	AT1G02145, AT1G16900, AT2G40190, AT2G47760, AT5G02410	ALG12_ARATH, ALG9_ARATH, ALG11_ARATH, ALG3_ARATH, ALG10_ARATH
GO:0009100	glycoprotein metabolic process	124	5	0.11	7.1e-08	2.389e-05	P	AT1G02145, AT1G16900, AT2G40190, AT2G47760, AT5G02410	ALG12_ARATH, ALG9_ARATH, ALG11_ARATH, ALG3_ARATH, ALG10_ARATH
GO:0070085	glycosylation	127	5	0.11	8e-08	2.439e-05	P	AT1G02145, AT1G16900, AT2G40190, AT2G47760, AT5G02410	ALG12_ARATH, ALG9_ARATH, ALG11_ARATH, ALG3_ARATH, ALG10_ARATH
GO:0006635	fatty acid beta-oxidation	47	4	0.04	8.1e-08	2.439e-05	P	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0009062	fatty acid catabolic process	48	4	0.04	8.8e-08	2.517e-05	P	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0019395	fatty acid oxidation	51	4	0.05	1.1e-07	2.996e-05	P	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0034440	lipid oxidation	62	4	0.05	2.5e-07	6.500e-05	P	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0044237	cellular metabolic process	11644	22	10.29	2.7e-07	6.673e-05	P	AT1G01090, AT1G02145, AT1G16900, AT1G54220, AT1G65520, AT2G18980, AT2G22420, AT2G37130, AT2G40190, AT2G47760, AT3G02320, AT3G06860, AT3G13930, AT3G17070, AT3G61113, AT4G14430, AT4G21960, AT4G29010, AT4G37530, AT5G02410, AT5G41670, AT5G55130	ODPA3_ARATH, ALG12_ARATH, ALG9_ARATH, ODP23_ARATH, ECI1_ARATH, PER16_ARATH, PER17_ARATH, PER21_ARATH, ALG11_ARATH, ALG3_ARATH, TRM2_ARATH, MFP2_ARATH, ODP22_ARATH, PER29_ARATH, URM12_ARATH, ECI2_ARATH, PER42_ARATH, AIM1_ARATH, PER51_ARATH, ALG10_ARATH, 6PGD2_ARATH, MOCS3_ARATH
GO:0072329	monocarboxylic acid catabolic process	64	4	0.06	2.8e-07	6.673e-05	P	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0008152	metabolic process	14067	23	12.43	7.1e-07	1.624e-04	P	AT1G01090, AT1G02145, AT1G16900, AT1G20160, AT1G54220, AT1G65520, AT2G18980, AT2G22420, AT2G37130, AT2G40190, AT2G47760, AT3G02320, AT3G06860, AT3G13930, AT3G17070, AT3G61113, AT4G14430, AT4G21960, AT4G29010, AT4G37530, AT5G02410, AT5G41670, AT5G55130	ODPA3_ARATH, ALG12_ARATH, ALG9_ARATH, CRSP_ARATH, ODP23_ARATH, ECI1_ARATH, PER16_ARATH, PER17_ARATH, PER21_ARATH, ALG11_ARATH, ALG3_ARATH, TRM2_ARATH, MFP2_ARATH, ODP22_ARATH, PER29_ARATH, URM12_ARATH, ECI2_ARATH, PER42_ARATH, AIM1_ARATH, PER51_ARATH, ALG10_ARATH, 6PGD2_ARATH, MOCS3_ARATH
GO:0005975	carbohydrate metabolic process	1309	9	1.16	8.6e-07	1.892e-04	P	AT1G01090, AT1G02145, AT1G16900, AT1G54220, AT2G40190, AT2G47760, AT3G13930, AT5G02410, AT5G41670	ODPA3_ARATH, ALG12_ARATH, ALG9_ARATH, ODP23_ARATH, ALG11_ARATH, ALG3_ARATH, ODP22_ARATH, ALG10_ARATH, 6PGD2_ARATH
GO:0044763	single-organism cellular process	8410	19	7.43	9.7e-07	2.055e-04	P	AT1G01090, AT1G02145, AT1G16900, AT1G54220, AT1G65520, AT2G18980, AT2G22420, AT2G37130, AT2G40190, AT2G47760, AT3G06860, AT3G13930, AT3G17070, AT4G14430, AT4G21960, AT4G29010, AT4G37530, AT5G02410, AT5G41670	ODPA3_ARATH, ALG12_ARATH, ALG9_ARATH, ODP23_ARATH, ECI1_ARATH, PER16_ARATH, PER17_ARATH, PER21_ARATH, ALG11_ARATH, ALG3_ARATH, MFP2_ARATH, ODP22_ARATH, PER29_ARATH, ECI2_ARATH, PER42_ARATH, AIM1_ARATH, PER51_ARATH, ALG10_ARATH, 6PGD2_ARATH
GO:0044242	cellular lipid catabolic process	91	4	0.08	1.2e-06	2.451e-04	P	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0006979	response to oxidative stress	475	6	0.42	2.8e-06	5.523e-04	P	AT2G18980, AT2G22420, AT2G37130, AT3G17070, AT4G21960, AT4G37530	PER16_ARATH, PER17_ARATH, PER21_ARATH, PER29_ARATH, PER42_ARATH, PER51_ARATH
GO:0019362	pyridine nucleotide metabolic process	117	4	0.1	3.2e-06	5.905e-04	P	AT1G01090, AT1G54220, AT3G13930, AT5G41670	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH, 6PGD2_ARATH
GO:0046496	nicotinamide nucleotide metabolic process	117	4	0.1	3.2e-06	5.905e-04	P	AT1G01090, AT1G54220, AT3G13930, AT5G41670	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH, 6PGD2_ARATH
GO:0030258	lipid modification	124	4	0.11	4.1e-06	7.329e-04	P	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0006490	oligosaccharide-lipid intermediate biosynthetic process	4	2	0	4.5e-06	7.376e-04	P	AT1G16900, AT2G40190	ALG9_ARATH, ALG11_ARATH
GO:0051691	cellular oligosaccharide metabolic process	4	2	0	4.5e-06	7.376e-04	P	AT1G16900, AT2G40190	ALG9_ARATH, ALG11_ARATH
GO:0072524	pyridine-containing compound metabolic process	128	4	0.11	4.6e-06	7.376e-04	P	AT1G01090, AT1G54220, AT3G13930, AT5G41670	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH, 6PGD2_ARATH
GO:0006732	coenzyme metabolic process	289	5	0.26	4.7e-06	7.376e-04	P	AT1G01090, AT1G54220, AT3G13930, AT5G41670, AT5G55130	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH, 6PGD2_ARATH, MOCS3_ARATH
GO:0016054	organic acid catabolic process	130	4	0.11	4.9e-06	7.376e-04	P	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0046395	carboxylic acid catabolic process	130	4	0.11	4.9e-06	7.376e-04	P	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0006733	oxidoreduction coenzyme metabolic process	134	4	0.12	5.5e-06	8.008e-04	P	AT1G01090, AT1G54220, AT3G13930, AT5G41670	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH, 6PGD2_ARATH
GO:0019752	carboxylic acid metabolic process	1209	8	1.07	5.6e-06	8.008e-04	P	AT1G01090, AT1G54220, AT1G65520, AT3G06860, AT3G13930, AT4G14430, AT4G29010, AT5G41670	ODPA3_ARATH, ODP23_ARATH, ECI1_ARATH, MFP2_ARATH, ODP22_ARATH, ECI2_ARATH, AIM1_ARATH, 6PGD2_ARATH
GO:0006487	protein N-linked glycosylation	45	3	0.04	8.4e-06	1.172e-03	P	AT1G02145, AT2G40190, AT5G02410	ALG12_ARATH, ALG11_ARATH, ALG10_ARATH
GO:1901575	organic substance catabolic process	1749	9	1.55	9.5e-06	1.294e-03	P	AT1G01090, AT1G02145, AT1G16900, AT1G54220, AT1G65520, AT3G06860, AT3G13930, AT4G14430, AT4G29010	ODPA3_ARATH, ALG12_ARATH, ALG9_ARATH, ODP23_ARATH, ECI1_ARATH, MFP2_ARATH, ODP22_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0043436	oxoacid metabolic process	1326	8	1.17	1.1e-05	1.398e-03	P	AT1G01090, AT1G54220, AT1G65520, AT3G06860, AT3G13930, AT4G14430, AT4G29010, AT5G41670	ODPA3_ARATH, ODP23_ARATH, ECI1_ARATH, MFP2_ARATH, ODP22_ARATH, ECI2_ARATH, AIM1_ARATH, 6PGD2_ARATH
GO:0032447	protein urmylation	6	2	0.01	1.1e-05	1.398e-03	P	AT3G61113, AT5G55130	URM12_ARATH, MOCS3_ARATH
GO:0006082	organic acid metabolic process	1330	8	1.18	1.1e-05	1.398e-03	P	AT1G01090, AT1G54220, AT1G65520, AT3G06860, AT3G13930, AT4G14430, AT4G29010, AT5G41670	ODPA3_ARATH, ODP23_ARATH, ECI1_ARATH, MFP2_ARATH, ODP22_ARATH, ECI2_ARATH, AIM1_ARATH, 6PGD2_ARATH
GO:0044699	single-organism process	11098	20	9.81	1.5e-05	1.865e-03	P	AT1G01090, AT1G02145, AT1G16900, AT1G20160, AT1G54220, AT1G65520, AT2G18980, AT2G22420, AT2G37130, AT2G40190, AT2G47760, AT3G06860, AT3G13930, AT3G17070, AT4G14430, AT4G21960, AT4G29010, AT4G37530, AT5G02410, AT5G41670	ODPA3_ARATH, ALG12_ARATH, ALG9_ARATH, CRSP_ARATH, ODP23_ARATH, ECI1_ARATH, PER16_ARATH, PER17_ARATH, PER21_ARATH, ALG11_ARATH, ALG3_ARATH, MFP2_ARATH, ODP22_ARATH, PER29_ARATH, ECI2_ARATH, PER42_ARATH, AIM1_ARATH, PER51_ARATH, ALG10_ARATH, 6PGD2_ARATH
GO:0034227	tRNA thio-modification	7	2	0.01	1.6e-05	1.947e-03	P	AT3G61113, AT5G55130	URM12_ARATH, MOCS3_ARATH
GO:0051186	cofactor metabolic process	388	5	0.34	1.9e-05	2.264e-03	P	AT1G01090, AT1G54220, AT3G13930, AT5G41670, AT5G55130	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH, 6PGD2_ARATH, MOCS3_ARATH
GO:0044282	small molecule catabolic process	188	4	0.17	2.1e-05	2.451e-03	P	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:1901137	carbohydrate derivative biosynthetic process	427	5	0.38	3.1e-05	3.546e-03	P	AT1G02145, AT1G16900, AT2G40190, AT2G47760, AT5G02410	ALG12_ARATH, ALG9_ARATH, ALG11_ARATH, ALG3_ARATH, ALG10_ARATH
GO:0044255	cellular lipid metabolic process	743	6	0.66	3.5e-05	3.813e-03	P	AT1G16900, AT1G65520, AT2G40190, AT3G06860, AT4G14430, AT4G29010	ALG9_ARATH, ECI1_ARATH, ALG11_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0006096	glycolytic process	73	3	0.06	3.6e-05	3.813e-03	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0006400	tRNA modification	73	3	0.06	3.6e-05	3.813e-03	P	AT3G02320, AT3G61113, AT5G55130	TRM2_ARATH, URM12_ARATH, MOCS3_ARATH
GO:0006757	ATP generation from ADP	73	3	0.06	3.6e-05	3.813e-03	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0046031	ADP metabolic process	75	3	0.07	3.9e-05	4.056e-03	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0009135	purine nucleoside diphosphate metabolic process	78	3	0.07	4.4e-05	4.339e-03	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0009179	purine ribonucleoside diphosphate metabolic process	78	3	0.07	4.4e-05	4.339e-03	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0009185	ribonucleoside diphosphate metabolic process	78	3	0.07	4.4e-05	4.339e-03	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0006165	nucleoside diphosphate phosphorylation	79	3	0.07	4.6e-05	4.460e-03	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0006090	pyruvate metabolic process	87	3	0.08	6.1e-05	5.720e-03	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0009132	nucleoside diphosphate metabolic process	87	3	0.08	6.1e-05	5.720e-03	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0009987	cellular process	15094	22	13.34	6.4e-05	5.905e-03	P	AT1G01090, AT1G02145, AT1G16900, AT1G54220, AT1G65520, AT2G18980, AT2G22420, AT2G37130, AT2G40190, AT2G47760, AT3G02320, AT3G06860, AT3G13930, AT3G17070, AT3G61113, AT4G14430, AT4G21960, AT4G29010, AT4G37530, AT5G02410, AT5G41670, AT5G55130	ODPA3_ARATH, ALG12_ARATH, ALG9_ARATH, ODP23_ARATH, ECI1_ARATH, PER16_ARATH, PER17_ARATH, PER21_ARATH, ALG11_ARATH, ALG3_ARATH, TRM2_ARATH, MFP2_ARATH, ODP22_ARATH, PER29_ARATH, URM12_ARATH, ECI2_ARATH, PER42_ARATH, AIM1_ARATH, PER51_ARATH, ALG10_ARATH, 6PGD2_ARATH, MOCS3_ARATH
GO:0016042	lipid catabolic process	253	4	0.22	6.7e-05	6.077e-03	P	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0002098	tRNA wobble uridine modification	14	2	0.01	6.8e-05	6.077e-03	P	AT3G61113, AT5G55130	URM12_ARATH, MOCS3_ARATH
GO:0046939	nucleotide phosphorylation	94	3	0.08	7.7e-05	6.776e-03	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0006631	fatty acid metabolic process	271	4	0.24	8.7e-05	7.540e-03	P	AT1G65520, AT3G06860, AT4G14430, AT4G29010	ECI1_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0002097	tRNA wobble base modification	16	2	0.01	8.9e-05	7.598e-03	P	AT3G61113, AT5G55130	URM12_ARATH, MOCS3_ARATH
GO:0019693	ribose phosphate metabolic process	288	4	0.25	0.00011	9.253e-03	P	AT1G01090, AT1G54220, AT3G13930, AT5G41670	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH, 6PGD2_ARATH
GO:0044724	single-organism carbohydrate catabolic process	109	3	0.1	0.00012	9.948e-03	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0008033	tRNA processing	112	3	0.1	0.00013	1.062e-02	P	AT3G02320, AT3G61113, AT5G55130	TRM2_ARATH, URM12_ARATH, MOCS3_ARATH
GO:0044281	small molecule metabolic process	1964	8	1.74	0.00018	1.450e-02	P	AT1G01090, AT1G54220, AT1G65520, AT3G06860, AT3G13930, AT4G14430, AT4G29010, AT5G41670	ODPA3_ARATH, ODP23_ARATH, ECI1_ARATH, MFP2_ARATH, ODP22_ARATH, ECI2_ARATH, AIM1_ARATH, 6PGD2_ARATH
GO:0030433	ER-associated ubiquitin-dependent protein catabolic process	26	2	0.02	0.00024	1.907e-02	P	AT1G02145, AT1G16900	ALG12_ARATH, ALG9_ARATH
GO:0036503	ERAD pathway	27	2	0.02	0.00026	2.037e-02	P	AT1G02145, AT1G16900	ALG12_ARATH, ALG9_ARATH
GO:0019637	organophosphate metabolic process	694	5	0.61	3e-04	2.319e-02	P	AT1G01090, AT1G54220, AT3G13930, AT5G41670, AT5G55130	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH, 6PGD2_ARATH, MOCS3_ARATH
GO:0006629	lipid metabolic process	1103	6	0.98	0.00031	2.364e-02	P	AT1G16900, AT1G65520, AT2G40190, AT3G06860, AT4G14430, AT4G29010	ALG9_ARATH, ECI1_ARATH, ALG11_ARATH, MFP2_ARATH, ECI2_ARATH, AIM1_ARATH
GO:0046034	ATP metabolic process	170	3	0.15	0.00044	3.312e-02	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0009117	nucleotide metabolic process	417	4	0.37	0.00045	3.343e-02	P	AT1G01090, AT1G54220, AT3G13930, AT5G41670	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH, 6PGD2_ARATH
GO:0006753	nucleoside phosphate metabolic process	423	4	0.37	0.00048	3.475e-02	P	AT1G01090, AT1G54220, AT3G13930, AT5G41670	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH, 6PGD2_ARATH
GO:0006950	response to stress	3567	10	3.15	0.00048	3.475e-02	P	AT1G02145, AT1G16900, AT2G18980, AT2G22420, AT2G37130, AT2G40190, AT3G17070, AT4G21960, AT4G37530, AT5G02410	ALG12_ARATH, ALG9_ARATH, PER16_ARATH, PER17_ARATH, PER21_ARATH, ALG11_ARATH, PER29_ARATH, PER42_ARATH, PER51_ARATH, ALG10_ARATH
GO:0009205	purine ribonucleoside triphosphate metabolic process	176	3	0.16	0.00049	3.503e-02	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0009144	purine nucleoside triphosphate metabolic process	179	3	0.16	0.00051	3.601e-02	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0006399	tRNA metabolic process	181	3	0.16	0.00053	3.697e-02	P	AT3G02320, AT3G61113, AT5G55130	TRM2_ARATH, URM12_ARATH, MOCS3_ARATH
GO:0009199	ribonucleoside triphosphate metabolic process	186	3	0.16	0.00057	3.928e-02	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0009141	nucleoside triphosphate metabolic process	195	3	0.17	0.00066	4.494e-02	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0009126	purine nucleoside monophosphate metabolic process	202	3	0.18	0.00073	4.855e-02	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0009167	purine ribonucleoside monophosphate metabolic process	202	3	0.18	0.00073	4.855e-02	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0055086	nucleobase-containing small molecule metabolic process	490	4	0.43	0.00083	5.457e-02	P	AT1G01090, AT1G54220, AT3G13930, AT5G41670	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH, 6PGD2_ARATH
GO:0009161	ribonucleoside monophosphate metabolic process	224	3	0.2	0.00098	6.028e-02	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0050896	response to stimulus	6373	13	5.63	0.00101	6.146e-02	P	AT1G02145, AT1G16900, AT1G20160, AT2G18980, AT2G22420, AT2G37130, AT2G40190, AT3G17070, AT4G14430, AT4G21960, AT4G37530, AT5G02410, AT5G41670	ALG12_ARATH, ALG9_ARATH, CRSP_ARATH, PER16_ARATH, PER17_ARATH, PER21_ARATH, ALG11_ARATH, PER29_ARATH, ECI2_ARATH, PER42_ARATH, PER51_ARATH, ALG10_ARATH, 6PGD2_ARATH
GO:0009123	nucleoside monophosphate metabolic process	231	3	0.2	0.00107	6.443e-02	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0046128	purine ribonucleoside metabolic process	236	3	0.21	0.00114	6.792e-02	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0009150	purine ribonucleotide metabolic process	239	3	0.21	0.00118	6.887e-02	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0042278	purine nucleoside metabolic process	239	3	0.21	0.00118	6.887e-02	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0034976	response to endoplasmic reticulum stress	58	2	0.05	0.0012	6.933e-02	P	AT1G02145, AT1G16900	ALG12_ARATH, ALG9_ARATH
GO:0006163	purine nucleotide metabolic process	244	3	0.22	0.00126	7.207e-02	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0009259	ribonucleotide metabolic process	263	3	0.23	0.00156	8.835e-02	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0009119	ribonucleoside metabolic process	276	3	0.24	0.00179	9.845e-02	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
GO:0009451	RNA modification	277	3	0.24	0.00181	9.860e-02	P	AT3G02320, AT3G61113, AT5G55130	TRM2_ARATH, URM12_ARATH, MOCS3_ARATH
GO:0071669	plant-type cell wall organization or biogenesis	279	3	0.25	0.00184	9.929e-02	P	AT2G37130, AT2G40190, AT4G21960	PER21_ARATH, ALG11_ARATH, PER42_ARATH
GO:0016052	carbohydrate catabolic process	283	3	0.25	0.00192	1.026e-01	P	AT1G01090, AT1G54220, AT3G13930	ODPA3_ARATH, ODP23_ARATH, ODP22_ARATH
