GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0045229	external encapsulating structure organization	299	11	4.05	0.00234	7.901e-01	P	AT1G10550, AT1G14720, AT1G24100, AT1G32170, AT1G69500, AT3G05610, AT4G14130, AT4G18990, AT4G25810, AT4G38400, AT5G49180	AT1G10550, AT1G14720, AT1G24100, AT1G32170, AT1G69500, AT3G05610, AT4G14130, AT4G18990, AT4G25810, AT4G38400, AT5G49180
GO:0005976	polysaccharide metabolic process	260	10	3.52	0.00269	8.015e-01	P	AT1G10550, AT1G14720, AT1G32170, AT3G05610, AT3G23920, AT4G14130, AT4G18990, AT4G25810, AT5G18670, AT5G49180	AT1G10550, AT1G14720, AT1G32170, AT3G05610, AT3G23920, AT4G14130, AT4G18990, AT4G25810, AT5G18670, AT5G49180
GO:0010252	auxin homeostasis	21	3	0.28	0.00269	8.015e-01	P	AT1G23080, AT1G70940, AT2G01420	AT1G23080, AT1G70940, AT2G01420
GO:0042545	cell wall modification	74	5	1	0.0032	9.004e-01	P	AT1G10550, AT1G24100, AT3G05610, AT4G38400, AT5G49180	AT1G10550, AT1G24100, AT3G05610, AT4G38400, AT5G49180
GO:0044707	single-multicellular organism process	1542	33	20.88	0.00353	9.024e-01	P	AT1G03870, AT1G08090, AT1G08465, AT1G12950, AT1G13245, AT1G14720, AT1G23080, AT1G25220, AT1G63930, AT1G67290, AT1G69500, AT1G70940, AT1G75390, AT2G01420, AT2G07050, AT2G25110, AT2G25930, AT2G35940, AT3G18830, AT3G21180, AT3G28917, AT4G02380, AT4G30200, AT4G37470, AT4G38960, AT5G18080, AT5G24470, AT5G26751, AT5G48230, AT5G49180, AT5G54380, AT5G57660, AT5G62680	AT1G03870, AT1G08090, AT1G08465, AT1G12950, AT1G13245, AT1G14720, AT1G23080, AT1G25220, AT1G63930, AT1G67290, AT1G69500, AT1G70940, AT1G75390, AT2G01420, AT2G07050, AT2G25110, AT2G25930, AT2G35940, AT3G18830, AT3G21180, AT3G28917, AT4G02380, AT4G30200, AT4G37470, AT4G38960, AT5G18080, AT5G24470, AT5G26751, AT5G48230, AT5G49180, AT5G54380, AT5G57660, AT5G62680
GO:0009269	response to desiccation	7	2	0.09	0.00365	9.024e-01	P	AT1G44170, AT1G76180	AT1G44170, AT1G76180
GO:0006874	cellular calcium ion homeostasis	24	3	0.32	0.00398	9.024e-01	P	AT1G42540, AT3G51860, AT4G35290	AT1G42540, AT3G51860, AT4G35290
GO:0007623	circadian rhythm	80	5	1.08	0.00447	9.024e-01	P	AT2G25930, AT4G15920, AT4G30200, AT4G38960, AT5G24470	AT2G25930, AT4G15920, AT4G30200, AT4G38960, AT5G24470
GO:0010315	auxin efflux	25	3	0.34	0.00448	9.024e-01	P	AT1G23080, AT1G70940, AT2G01420	AT1G23080, AT1G70940, AT2G01420
GO:0055085	transmembrane transport	684	18	9.26	0.00461	9.024e-01	P	AT1G08090, AT1G12950, AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G16120, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT4G15920, AT4G29900, AT4G35290, AT5G38030, AT5G49630, AT5G57110, AT5G65980	AT1G08090, AT1G12950, AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G16120, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT4G15920, AT4G29900, AT4G35290, AT5G38030, AT5G49630, AT5G57110, AT5G65980
GO:0007275	multicellular organismal development	1508	32	20.42	0.00473	9.024e-01	P	AT1G03870, AT1G08090, AT1G08465, AT1G12950, AT1G13245, AT1G14720, AT1G23080, AT1G25220, AT1G63930, AT1G67290, AT1G69500, AT1G70940, AT1G75390, AT2G01420, AT2G07050, AT2G25110, AT2G25930, AT2G35940, AT3G18830, AT3G21180, AT3G28917, AT4G02380, AT4G30200, AT4G37470, AT4G38960, AT5G18080, AT5G24470, AT5G26751, AT5G48230, AT5G49180, AT5G54380, AT5G57660	AT1G03870, AT1G08090, AT1G08465, AT1G12950, AT1G13245, AT1G14720, AT1G23080, AT1G25220, AT1G63930, AT1G67290, AT1G69500, AT1G70940, AT1G75390, AT2G01420, AT2G07050, AT2G25110, AT2G25930, AT2G35940, AT3G18830, AT3G21180, AT3G28917, AT4G02380, AT4G30200, AT4G37470, AT4G38960, AT5G18080, AT5G24470, AT5G26751, AT5G48230, AT5G49180, AT5G54380, AT5G57660
GO:0071555	cell wall organization	283	10	3.83	0.00491	9.024e-01	P	AT1G10550, AT1G14720, AT1G24100, AT1G32170, AT3G05610, AT4G14130, AT4G18990, AT4G25810, AT4G38400, AT5G49180	AT1G10550, AT1G14720, AT1G24100, AT1G32170, AT3G05610, AT4G14130, AT4G18990, AT4G25810, AT4G38400, AT5G49180
GO:0009416	response to light stimulus	427	13	5.78	0.00496	9.024e-01	P	AT1G42540, AT1G70940, AT2G25930, AT2G35940, AT4G02380, AT4G15920, AT4G22260, AT4G30200, AT4G35290, AT4G37470, AT4G38960, AT5G24470, AT5G57660	AT1G42540, AT1G70940, AT2G25930, AT2G35940, AT4G02380, AT4G15920, AT4G22260, AT4G30200, AT4G35290, AT4G37470, AT4G38960, AT5G24470, AT5G57660
GO:0009734	auxin-activated signaling pathway	117	6	1.58	0.005	9.024e-01	P	AT1G23080, AT1G70940, AT2G01420, AT5G18080, AT5G43700, AT5G65980	AT1G23080, AT1G70940, AT2G01420, AT5G18080, AT5G43700, AT5G65980
GO:0055074	calcium ion homeostasis	27	3	0.37	0.00558	9.024e-01	P	AT1G42540, AT3G51860, AT4G35290	AT1G42540, AT3G51860, AT4G35290
GO:0009068	aspartate family amino acid catabolic process	9	2	0.12	0.00615	9.024e-01	P	AT1G08630, AT3G16150	AT1G08630, AT3G16150
GO:0015749	monosaccharide transport	28	3	0.38	0.00619	9.024e-01	P	AT2G16120, AT3G18830, AT4G15920	AT2G16120, AT3G18830, AT4G15920
GO:0071365	cellular response to auxin stimulus	124	6	1.68	0.00661	9.024e-01	P	AT1G23080, AT1G70940, AT2G01420, AT5G18080, AT5G43700, AT5G65980	AT1G23080, AT1G70940, AT2G01420, AT5G18080, AT5G43700, AT5G65980
GO:0042221	response to chemical	1482	31	20.07	0.00684	9.024e-01	P	AT1G08090, AT1G12950, AT1G23080, AT1G25220, AT1G36370, AT1G42540, AT1G44170, AT1G70940, AT1G76180, AT2G01420, AT2G14960, AT2G25110, AT2G25930, AT2G35940, AT2G36830, AT3G01220, AT3G18040, AT3G20770, AT3G23920, AT3G51860, AT3G58680, AT4G02380, AT4G15920, AT4G26160, AT4G34350, AT4G35290, AT5G18080, AT5G38030, AT5G43700, AT5G54380, AT5G65980	AT1G08090, AT1G12950, AT1G23080, AT1G25220, AT1G36370, AT1G42540, AT1G44170, AT1G70940, AT1G76180, AT2G01420, AT2G14960, AT2G25110, AT2G25930, AT2G35940, AT2G36830, AT3G01220, AT3G18040, AT3G20770, AT3G23920, AT3G51860, AT3G58680, AT4G02380, AT4G15920, AT4G26160, AT4G34350, AT4G35290, AT5G18080, AT5G38030, AT5G43700, AT5G54380, AT5G65980
GO:0009725	response to hormone	828	20	11.21	0.0073	9.024e-01	P	AT1G23080, AT1G25220, AT1G42540, AT1G44170, AT1G70940, AT1G76180, AT2G01420, AT2G14960, AT2G25930, AT2G35940, AT2G36830, AT3G01220, AT3G18040, AT3G20770, AT3G58680, AT4G02380, AT5G18080, AT5G43700, AT5G54380, AT5G65980	AT1G23080, AT1G25220, AT1G42540, AT1G44170, AT1G70940, AT1G76180, AT2G01420, AT2G14960, AT2G25930, AT2G35940, AT2G36830, AT3G01220, AT3G18040, AT3G20770, AT3G58680, AT4G02380, AT5G18080, AT5G43700, AT5G54380, AT5G65980
GO:0009314	response to radiation	448	13	6.07	0.00735	9.024e-01	P	AT1G42540, AT1G70940, AT2G25930, AT2G35940, AT4G02380, AT4G15920, AT4G22260, AT4G30200, AT4G35290, AT4G37470, AT4G38960, AT5G24470, AT5G57660	AT1G42540, AT1G70940, AT2G25930, AT2G35940, AT4G02380, AT4G15920, AT4G22260, AT4G30200, AT4G35290, AT4G37470, AT4G38960, AT5G24470, AT5G57660
GO:0009719	response to endogenous stimulus	890	21	12.05	0.00774	9.024e-01	P	AT1G23080, AT1G25220, AT1G42540, AT1G44170, AT1G70940, AT1G76180, AT2G01420, AT2G14960, AT2G25930, AT2G35940, AT2G36830, AT3G01220, AT3G18040, AT3G20770, AT3G58680, AT4G02380, AT4G35290, AT5G18080, AT5G43700, AT5G54380, AT5G65980	AT1G23080, AT1G25220, AT1G42540, AT1G44170, AT1G70940, AT1G76180, AT2G01420, AT2G14960, AT2G25930, AT2G35940, AT2G36830, AT3G01220, AT3G18040, AT3G20770, AT3G58680, AT4G02380, AT4G35290, AT5G18080, AT5G43700, AT5G54380, AT5G65980
GO:0044264	cellular polysaccharide metabolic process	170	7	2.3	0.00816	9.024e-01	P	AT1G10550, AT1G14720, AT1G32170, AT3G23920, AT4G14130, AT4G18990, AT4G25810	AT1G10550, AT1G14720, AT1G32170, AT3G23920, AT4G14130, AT4G18990, AT4G25810
GO:0008299	isoprenoid biosynthetic process	61	4	0.83	0.0092	9.024e-01	P	AT2G07050, AT4G22260, AT4G34350, AT5G48230	AT2G07050, AT4G22260, AT4G34350, AT5G48230
GO:0032501	multicellular organismal process	1640	33	22.21	0.00925	9.024e-01	P	AT1G03870, AT1G08090, AT1G08465, AT1G12950, AT1G13245, AT1G14720, AT1G23080, AT1G25220, AT1G63930, AT1G67290, AT1G69500, AT1G70940, AT1G75390, AT2G01420, AT2G07050, AT2G25110, AT2G25930, AT2G35940, AT3G18830, AT3G21180, AT3G28917, AT4G02380, AT4G30200, AT4G37470, AT4G38960, AT5G18080, AT5G24470, AT5G26751, AT5G48230, AT5G49180, AT5G54380, AT5G57660, AT5G62680	AT1G03870, AT1G08090, AT1G08465, AT1G12950, AT1G13245, AT1G14720, AT1G23080, AT1G25220, AT1G63930, AT1G67290, AT1G69500, AT1G70940, AT1G75390, AT2G01420, AT2G07050, AT2G25110, AT2G25930, AT2G35940, AT3G18830, AT3G21180, AT3G28917, AT4G02380, AT4G30200, AT4G37470, AT4G38960, AT5G18080, AT5G24470, AT5G26751, AT5G48230, AT5G49180, AT5G54380, AT5G57660, AT5G62680
GO:0044262	cellular carbohydrate metabolic process	265	9	3.59	0.00965	9.024e-01	P	AT1G10550, AT1G14720, AT1G32170, AT3G23920, AT4G12430, AT4G14130, AT4G18990, AT4G22590, AT4G25810	AT1G10550, AT1G14720, AT1G32170, AT3G23920, AT4G12430, AT4G14130, AT4G18990, AT4G22590, AT4G25810
GO:0009069	serine family amino acid metabolic process	33	3	0.45	0.00982	9.024e-01	P	AT1G08630, AT1G22020, AT1G36370	AT1G08630, AT1G22020, AT1G36370
GO:0045298	tubulin complex	4	2	0.05	0.00097	8.323e-01	C	AT5G19770, AT5G19780	AT5G19770, AT5G19780
GO:0048046	apoplast	183	8	2.36	0.00239	1.000e+00	C	AT1G10550, AT1G14720, AT1G32170, AT4G14130, AT4G18990, AT4G25810, AT4G34260, AT5G19770	AT1G10550, AT1G14720, AT1G32170, AT4G14130, AT4G18990, AT4G25810, AT4G34260, AT5G19770
GO:0016762	xyloglucan:xyloglucosyl transferase activity	16	6	0.21	3.4e-08	8.452e-05	F	AT1G10550, AT1G14720, AT1G32170, AT4G14130, AT4G18990, AT4G25810	AT1G10550, AT1G14720, AT1G32170, AT4G14130, AT4G18990, AT4G25810
GO:0009672	auxin:proton symporter activity	11	4	0.15	9.1e-06	1.077e-02	F	AT1G23080, AT1G70940, AT2G01420, AT5G65980	AT1G23080, AT1G70940, AT2G01420, AT5G65980
GO:0015085	calcium ion transmembrane transporter activity	40	6	0.53	1.3e-05	1.077e-02	F	AT1G42540, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G57110	AT1G42540, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G57110
GO:0015291	secondary active transmembrane transporter activity	235	12	3.12	6.2e-05	3.630e-02	F	AT1G12950, AT1G23080, AT1G70940, AT2G01420, AT2G16120, AT3G18830, AT3G51860, AT4G15920, AT5G38030, AT5G49630, AT5G62680, AT5G65980	AT1G12950, AT1G23080, AT1G70940, AT2G01420, AT2G16120, AT3G18830, AT3G51860, AT4G15920, AT5G38030, AT5G49630, AT5G62680, AT5G65980
GO:0015294	solute:cation symporter activity	78	7	1.04	7.3e-05	3.630e-02	F	AT1G23080, AT1G70940, AT2G01420, AT2G16120, AT3G18830, AT5G62680, AT5G65980	AT1G23080, AT1G70940, AT2G01420, AT2G16120, AT3G18830, AT5G62680, AT5G65980
GO:0015293	symporter activity	112	8	1.49	0.00011	4.558e-02	F	AT1G23080, AT1G70940, AT2G01420, AT2G16120, AT3G18830, AT5G49630, AT5G62680, AT5G65980	AT1G23080, AT1G70940, AT2G01420, AT2G16120, AT3G18830, AT5G49630, AT5G62680, AT5G65980
GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	152	9	2.02	0.00018	6.393e-02	F	AT1G10550, AT1G14720, AT1G32170, AT3G23920, AT4G14130, AT4G18990, AT4G25810, AT4G34260, AT5G18670	AT1G10550, AT1G14720, AT1G32170, AT3G23920, AT4G14130, AT4G18990, AT4G25810, AT4G34260, AT5G18670
GO:0008324	cation transmembrane transporter activity	313	13	4.16	0.00025	6.906e-02	F	AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G16120, AT3G18830, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G57110, AT5G62680, AT5G65980	AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G16120, AT3G18830, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G57110, AT5G62680, AT5G65980
GO:0022804	active transmembrane transporter activity	401	15	5.33	0.00025	6.906e-02	F	AT1G12950, AT1G23080, AT1G70940, AT2G01420, AT2G16120, AT3G18830, AT3G21180, AT3G51860, AT4G15920, AT4G29900, AT5G38030, AT5G49630, AT5G57110, AT5G62680, AT5G65980	AT1G12950, AT1G23080, AT1G70940, AT2G01420, AT2G16120, AT3G18830, AT3G21180, AT3G51860, AT4G15920, AT4G29900, AT5G38030, AT5G49630, AT5G57110, AT5G62680, AT5G65980
GO:0005388	calcium-transporting ATPase activity	12	3	0.16	0.00046	9.370e-02	F	AT3G21180, AT4G29900, AT5G57110	AT3G21180, AT4G29900, AT5G57110
GO:0080161	auxin transmembrane transporter activity	28	4	0.37	0.00047	9.370e-02	F	AT1G23080, AT1G70940, AT2G01420, AT5G65980	AT1G23080, AT1G70940, AT2G01420, AT5G65980
GO:0016798	hydrolase activity, acting on glycosyl bonds	174	9	2.31	0.00049	9.370e-02	F	AT1G10550, AT1G14720, AT1G32170, AT3G23920, AT4G14130, AT4G18990, AT4G25810, AT4G34260, AT5G18670	AT1G10550, AT1G14720, AT1G32170, AT3G23920, AT4G14130, AT4G18990, AT4G25810, AT4G34260, AT5G18670
GO:0022891	substrate-specific transmembrane transporter activity	572	18	7.6	0.00049	9.370e-02	F	AT1G08090, AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G16120, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT4G15920, AT4G29900, AT4G35290, AT5G49630, AT5G57110, AT5G62680, AT5G65980	AT1G08090, AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G16120, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT4G15920, AT4G29900, AT4G35290, AT5G49630, AT5G57110, AT5G62680, AT5G65980
GO:0015075	ion transmembrane transporter activity	479	16	6.36	0.00055	9.766e-02	F	AT1G08090, AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G16120, AT2G22500, AT3G18830, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G49630, AT5G57110, AT5G62680, AT5G65980	AT1G08090, AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G16120, AT2G22500, AT3G18830, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G49630, AT5G57110, AT5G62680, AT5G65980
GO:0072509	divalent inorganic cation transmembrane transporter activity	79	6	1.05	0.00061	1.011e-01	F	AT1G42540, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G57110	AT1G42540, AT3G21180, AT3G51860, AT4G29900, AT4G35290, AT5G57110
GO:0022857	transmembrane transporter activity	706	20	9.38	9e-04	1.398e-01	F	AT1G08090, AT1G12950, AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G16120, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT4G15920, AT4G29900, AT4G35290, AT5G38030, AT5G49630, AT5G57110, AT5G62680, AT5G65980	AT1G08090, AT1G12950, AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G16120, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT4G15920, AT4G29900, AT4G35290, AT5G38030, AT5G49630, AT5G57110, AT5G62680, AT5G65980
GO:0016758	transferase activity, transferring hexosyl groups	210	9	2.79	0.00186	2.720e-01	F	AT1G10550, AT1G14720, AT1G24100, AT1G32170, AT2G25110, AT4G14130, AT4G18990, AT4G25810, AT5G20410	AT1G10550, AT1G14720, AT1G24100, AT1G32170, AT2G25110, AT4G14130, AT4G18990, AT4G25810, AT5G20410
GO:0022892	substrate-specific transporter activity	659	18	8.75	0.0025	3.145e-01	F	AT1G08090, AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G16120, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT4G15920, AT4G29900, AT4G35290, AT5G49630, AT5G57110, AT5G62680, AT5G65980	AT1G08090, AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G16120, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT4G15920, AT4G29900, AT4G35290, AT5G49630, AT5G57110, AT5G62680, AT5G65980
GO:0004372	glycine hydroxymethyltransferase activity	6	2	0.08	0.00253	3.145e-01	F	AT1G22020, AT1G36370	AT1G22020, AT1G36370
GO:0016161	beta-amylase activity	6	2	0.08	0.00253	3.145e-01	F	AT3G23920, AT5G18670	AT3G23920, AT5G18670
GO:0010329	auxin efflux transmembrane transporter activity	23	3	0.31	0.00333	3.942e-01	F	AT1G23080, AT1G70940, AT2G01420	AT1G23080, AT1G70940, AT2G01420
GO:0005215	transporter activity	879	21	11.67	0.00536	6.057e-01	F	AT1G08090, AT1G12950, AT1G23080, AT1G42540, AT1G70940, AT1G72160, AT2G01420, AT2G16120, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT4G15920, AT4G29900, AT4G35290, AT5G38030, AT5G49630, AT5G57110, AT5G62680, AT5G65980	AT1G08090, AT1G12950, AT1G23080, AT1G42540, AT1G70940, AT1G72160, AT2G01420, AT2G16120, AT2G22500, AT2G36830, AT3G18830, AT3G21180, AT3G51860, AT4G15920, AT4G29900, AT4G35290, AT5G38030, AT5G49630, AT5G57110, AT5G62680, AT5G65980
GO:0016742	hydroxymethyl-, formyl- and related transferase activity	10	2	0.13	0.00734	7.503e-01	F	AT1G22020, AT1G36370	AT1G22020, AT1G36370
GO:0015562	efflux transmembrane transporter activity	32	3	0.42	0.00855	7.503e-01	F	AT1G23080, AT1G70940, AT2G01420	AT1G23080, AT1G70940, AT2G01420
GO:0004805	trehalose-phosphatase activity	11	2	0.15	0.00889	7.503e-01	F	AT4G12430, AT4G22590	AT4G12430, AT4G22590
