# WARNING - This exported Revigo data is only useful for the specific purpose of constructing a TreeMap visualization.
# Do not use this table as a general list of non-redundant GO categories, as it sets an extremely permissive 
# threshold to detect redundancies (c=0.10) and fill the 'representative' column, while normally c>=0.4 is recommended.
# To export a reduced-redundancy set of GO terms, go to the Scatterplot or Table tab, and export from there.
TermID	Name	Frequency	Value	Uniqueness	Dispensability	Representative
"GO:0016125"	"sterol metabolic process"	0.14975130812035134	-3.408935392973501	0.8936988836065319	0.50048085	"isoprenoid biosynthetic process"
"GO:0009733"	"response to auxin"	0.1524222312339545	-9.366531544420413	0.8230404228372474	0	null
"GO:0001101"	"response to acid chemical"	0.046892495710557355	-1.5528419686577808	0.8654220789019264	0.45505279	"response to auxin"
"GO:0006950"	"response to stress"	4.90663876400189	-1.537602002101044	0.8489016899607303	0.51550886	"response to auxin"
"GO:0006952"	"defense response"	1.0410213876080876	-1.337242168318426	0.8629243153785655	0.50751667	"response to auxin"
"GO:0006979"	"response to oxidative stress"	0.5712981471310761	-1.1804560644581312	0.8704270334601446	0.58924393	"response to auxin"
"GO:0007165"	"signal transduction"	8.135788134528843	-2.494850021680094	0.7031762042844645	0.59291769	"response to auxin"
"GO:0009414"	"response to water deprivation"	0.020928329054534463	-1.6575773191777938	0.8455273300503695	0.59631035	"response to auxin"
"GO:0009605"	"response to external stimulus"	1.9406468330502087	-0.585026652029182	0.8637842016431853	0.44983033	"response to auxin"
"GO:0009607"	"response to biotic stimulus"	0.9004935786085602	-1.8239087409443189	0.8741277607022518	0.406915	"response to auxin"
"GO:0009611"	"response to wounding"	0.11923027388570284	-4.236572006437063	0.8867209619731944	0.24776317	"response to auxin"
"GO:0009628"	"response to abiotic stimulus"	0.5491291526700982	-1.3098039199714864	0.8800115138198101	0.31998993	"response to auxin"
"GO:0009719"	"response to endogenous stimulus"	0.653877235725629	-6.468521082957745	0.8779977199015376	0.28437734	"response to auxin"
"GO:0010033"	"response to organic substance"	1.1004436060695082	-5.468521082957745	0.8249685204457275	0.58564621	"response to auxin"
"GO:0010035"	"response to inorganic substance"	0.27040186117107107	-1.6777807052660807	0.8455483352976256	0.6178578	"response to auxin"
"GO:0042221"	"response to chemical"	3.5497133630507625	-4.267606240177032	0.8544275941829393	0.39135363	"response to auxin"
"GO:0051707"	"response to other organism"	0.8494965758965254	-1.2839966563652008	0.8657994627501265	0.40398864	"response to auxin"
"GO:1901700"	"response to oxygen-containing compound"	0.5770723968511446	-2.408935392973501	0.835051291631634	0.6663214	"response to auxin"
"GO:0010411"	"xyloglucan metabolic process"	0.023605904529566287	-6.040958607678906	0.8657073101344294	-0	null
"GO:0005976"	"polysaccharide metabolic process"	1.1167319130275588	-2.853871964321762	0.8805516499502262	0.49329844	"xyloglucan metabolic process"
"GO:0005984"	"disaccharide metabolic process"	0.13600087704733074	-3.1426675035687315	0.9088389101162119	0.3660562	"xyloglucan metabolic process"
"GO:0009311"	"oligosaccharide metabolic process"	0.24584799513792205	-2.1487416512809245	0.904521421693953	0.52110564	"xyloglucan metabolic process"
"GO:0044036"	"cell wall macromolecule metabolic process"	0.18583371650935163	-3	0.9157750908737912	0.5949215	"xyloglucan metabolic process"
"GO:0044042"	"glucan metabolic process"	0.38687140506388396	-3.3565473235138126	0.8672809771659651	0.63921841	"xyloglucan metabolic process"
"GO:0015979"	"photosynthesis"	0.23078372268274303	-0.9208187539523752	0.9643357473572709	0.0628428	null
"GO:0032501"	"multicellular organismal process"	2.367239488204565	-2.1249387366083	1	-0	null
"GO:0032502"	"developmental process"	2.3074646945874258	-2.2924298239020637	1	-0	null
"GO:0040007"	"growth"	0.09546803886256328	-2.0604807473813813	1	-0	null
"GO:0042180"	"cellular ketone metabolic process"	0.46003407605618213	-2.2676062401770314	0.9414472748335397	0.05129384	null
"GO:0009072"	"aromatic amino acid metabolic process"	0.7250308935664747	-1.6777807052660807	0.8984053960128598	0.31060468	"cellular ketone metabolic process"
"GO:0042440"	"pigment metabolic process"	0.5319993219913232	-1.5086383061657274	0.9769793557784394	0.02168772	null
"GO:0045229"	"external encapsulating structure organization"	1.0244337243857475	-2.3010299956639813	0.9799342654785282	0.01087417	null
"GO:0046148"	"pigment biosynthetic process"	0.49384137683658397	-1.1804560644581312	0.9771498745357212	0.02794033	null
"GO:0046700"	"heterocycle catabolic process"	1.0887986473886553	-2.2518119729937998	0.8406427723588294	0.07348603	null
"GO:0006351"	"DNA-templated transcription"	7.10102994520583	-1.2924298239020637	0.8672387737223854	0.2736518	"heterocycle catabolic process"
"GO:0006511"	"ubiquitin-dependent protein catabolic process"	0.7892195289915234	-0.3565473235138126	0.820212191744137	0.56264218	"heterocycle catabolic process"
"GO:0009057"	"macromolecule catabolic process"	2.3186905544982737	-1	0.831835798100081	0.66513819	"heterocycle catabolic process"
"GO:0016052"	"carbohydrate catabolic process"	1.3222932073535736	-0.5086383061657274	0.7924580378662953	0.66927184	"heterocycle catabolic process"
"GO:1901361"	"organic cyclic compound catabolic process"	1.2574559666892315	-1.6989700043360187	0.8408852993486681	0.59210197	"heterocycle catabolic process"
"GO:0048583"	"regulation of response to stimulus"	1.2942601562932403	-0.6777807052660807	0.8974854116425894	-0	null
"GO:0006355"	"regulation of DNA-templated transcription"	9.968929480711344	-2.0809219076239263	0.8078077314283978	0.59316311	"regulation of response to stimulus"
"GO:0019222"	"regulation of metabolic process"	13.030396102887018	-0.7958800173440752	0.8479625071155461	0.63804672	"regulation of response to stimulus"
"GO:0023052"	"signaling"	8.271383217529026	-2.221848749616356	0.8610816735199688	0.56543827	"regulation of response to stimulus"
"GO:0048518"	"positive regulation of biological process"	2.065218953163118	-0.5376020021010439	0.8902269100420395	0.28366081	"regulation of response to stimulus"
"GO:0050789"	"regulation of biological process"	22.28177859663912	-2.113509274827518	0.8341421341485071	0.41964124	"regulation of response to stimulus"
"GO:0050793"	"regulation of developmental process"	1.1712047745860634	-0.5528419686577808	0.8989145583670985	0.26536576	"regulation of response to stimulus"
"GO:0048731"	"system development"	1.0733951045006151	-3.2676062401770314	0.8095781102673774	-0	null
"GO:0032989"	"cellular component morphogenesis"	0.1567828541504349	-0.46852108295774486	0.8230256403195498	0.692871	"system development"
"GO:0048589"	"developmental growth"	0.08616138522388123	-1.7958800173440752	0.8307978509875561	0.6353269	"system development"
"GO:0050896"	"response to stimulus"	14.674014998147983	-6.4089353929735005	1	-0	null
"GO:0051179"	"localization"	18.792076186036212	-0.4089353929735008	1	-0	null
"GO:0065007"	"biological regulation"	23.052697479340427	-1.5228787452803376	1	-0	null
"GO:0071554"	"cell wall organization or biogenesis"	1.217525167213757	-4.026872146400302	0.9936433008007672	0.00766095	null
"GO:1901615"	"organic hydroxy compound metabolic process"	1.1950401855849182	-0.958607314841775	0.9650236461455194	0.05780961	null
