"","category","term","number_of_genes","number_of_genes_in_background","ncbiTaxonId","inputGenes","preferredNames","p_value","fdr","description"
"23","Process","GO:0051716",36,2640,3702,"3702.AT1G08090.1,3702.AT1G09070.1,3702.AT1G19180.1,3702.AT1G19920.1,3702.AT1G22020.1,3702.AT1G23080.1,3702.AT1G24100.1,3702.AT1G36370.1,3702.AT1G42540.1,3702.AT1G64660.1,3702.AT1G66150.1,3702.AT1G70810.1,3702.AT1G70940.1,3702.AT1G79600.1,3702.AT2G01420.2,3702.AT2G22500.1,3702.AT2G25110.1,3702.AT2G25930.1,3702.AT3G08860.1,3702.AT3G18040.1,3702.AT3G20770.1,3702.AT3G51550.1,3702.AT4G02380.1,3702.AT4G15920.1,3702.AT4G18710.1,3702.AT4G30960.1,3702.AT4G35290.2,3702.AT5G04340.1,3702.AT5G18080.1,3702.AT5G20410.1,3702.AT5G24470.1,3702.AT5G26751.1,3702.AT5G43700.1,3702.AT5G47240.1,3702.AT5G63970.1,3702.AT5G65980.1","NRT2:1,SRC2,JAZ1,MET3-1,SHM6,PIN7,UGT74B1,SHM7,GLR3.3,MGL,TMK1,AT1G70810,PIN3,AT1G79600,PIN4,UCP5,SDF2,ELF3,PYD4,MPK9,EIN3,FER,SAG21,SWEET17,BIN2,SIP3,GLUR2,ZAT6,SAUR24,MGD2,PRR5,F2P16.21,ATAUX2-11,NUDT8,RGLG3,AT5G65980",5.79e-07,3e-04,"Cellular response to stimulus"
"24","Process","GO:0007154",29,1875,3702,"3702.AT1G19180.1,3702.AT1G19920.1,3702.AT1G23080.1,3702.AT1G42540.1,3702.AT1G64660.1,3702.AT1G66150.1,3702.AT1G70810.1,3702.AT1G70940.1,3702.AT1G79600.1,3702.AT2G01420.2,3702.AT2G25110.1,3702.AT2G25930.1,3702.AT3G08860.1,3702.AT3G18040.1,3702.AT3G20770.1,3702.AT3G51550.1,3702.AT4G02380.1,3702.AT4G15920.1,3702.AT4G18710.1,3702.AT4G30960.1,3702.AT4G35290.2,3702.AT5G18080.1,3702.AT5G20410.1,3702.AT5G24470.1,3702.AT5G26751.1,3702.AT5G43700.1,3702.AT5G47240.1,3702.AT5G63970.1,3702.AT5G65980.1","JAZ1,MET3-1,PIN7,GLR3.3,MGL,TMK1,AT1G70810,PIN3,AT1G79600,PIN4,SDF2,ELF3,PYD4,MPK9,EIN3,FER,SAG21,SWEET17,BIN2,SIP3,GLUR2,SAUR24,MGD2,PRR5,F2P16.21,ATAUX2-11,NUDT8,RGLG3,AT5G65980",7.94e-07,0.00031,"Cell communication"
"25","Process","GO:0032501",34,2486,3702,"3702.AT1G01550.1,3702.AT1G08090.1,3702.AT1G08465.1,3702.AT1G12950.1,3702.AT1G14720.1,3702.AT1G15110.2,3702.AT1G19180.1,3702.AT1G23080.1,3702.AT1G63930.1,3702.AT1G67290.1,3702.AT1G68090.1,3702.AT1G69500.1,3702.AT1G70940.1,3702.AT1G75390.1,3702.AT2G01420.2,3702.AT2G07050.1,3702.AT2G25930.1,3702.AT2G35940.3,3702.AT3G05970.1,3702.AT3G18830.1,3702.AT3G21180.1,3702.AT3G28917.1,3702.AT3G51550.1,3702.AT3G54500.3,3702.AT4G02380.1,3702.AT4G18710.1,3702.AT4G30200.2,3702.AT4G30960.1,3702.AT4G37470.1,3702.AT5G18080.1,3702.AT5G41670.2,3702.AT5G48230.2,3702.AT5G49180.1,3702.AT5G62680.1","BPS1,NRT2:1,YAB2,DTX31,XTH28,PSS1,JAZ1,PIN7,ROH1,GLOX1,ANN5,CYP704B1,PIN3,bZIP44,PIN4,CAS1,ELF3,BLH1,LACS6,PMT5,ACA9,MIF2,FER,AT3G54500,SAG21,BIN2,VEL1,SIP3,KAI2,SAUR24,AT5G41670,ACAT2,AT5G49180,GTR2",1.21e-06,0.00044,"Multicellular organismal process"
"26","Process","GO:0010411",6,56,3702,"3702.AT1G10550.1,3702.AT1G14720.1,3702.AT1G32170.1,3702.AT4G14130.1,3702.AT4G18990.1,3702.AT4G25810.1","XTH33,XTH28,XTH30,XTH15,XTH29,XTR6",1.36e-06,0.00046,"Xyloglucan metabolic process"
"27","Process","GO:0044237",65,6729,3702,"3702.AT1G08090.1,3702.AT1G08510.1,3702.AT1G08630.1,3702.AT1G09140.1,3702.AT1G10550.1,3702.AT1G14720.1,3702.AT1G15110.2,3702.AT1G19920.1,3702.AT1G22020.1,3702.AT1G24100.1,3702.AT1G25220.2,3702.AT1G32170.1,3702.AT1G36370.1,3702.AT1G44170.2,3702.AT1G63930.1,3702.AT1G64230.5,3702.AT1G64660.1,3702.AT1G66150.1,3702.AT1G69500.1,3702.AT1G79600.1,3702.AT2G03590.1,3702.AT2G07050.1,3702.AT2G15620.1,3702.AT2G34770.1,3702.AT2G43020.1,3702.AT3G01120.1,3702.AT3G05970.1,3702.AT3G08860.1,3702.AT3G10330.1,3702.AT3G18040.1,3702.AT3G23920.1,3702.AT3G49430.3,3702.AT3G51550.1,3702.AT3G51860.1,3702.AT3G57770.1,3702.AT3G59050.1,3702.AT3G61600.1,3702.AT4G02430.2,3702.AT4G02890.3,3702.AT4G05050.2,3702.AT4G08350.1,3702.AT4G12430.1,3702.AT4G13250.1,3702.AT4G14130.1,3702.AT4G18710.1,3702.AT4G18990.1,3702.AT4G19010.1,3702.AT4G19170.1,3702.AT4G22260.1,3702.AT4G22590.1,3702.AT4G22890.1,3702.AT4G25810.1,3702.AT4G27130.1,3702.AT4G30960.1,3702.AT4G34350.1,3702.AT4G38460.1,3702.AT5G20410.1,3702.AT5G26751.1,3702.AT5G27600.1,3702.AT5G39865.1,3702.AT5G41670.2,3702.AT5G48230.2,3702.AT5G49180.1,3702.AT5G54380.1,3702.AT5G63970.1","NRT2:1,FATB,THA1,SR30,XTH33,XTH28,PSS1,MET3-1,SHM6,UGT74B1,ASB1,XTH30,SHM7,ALDH3H1,ROH1,UBC28,MGL,TMK1,CYP704B1,AT1G79600,UPS1,CAS1,NIR1,T29F13.2,PAO2,MTO1,LACS6,PYD4,AT3G10330,MPK9,TRBAMY,SR34a,FER,CAX3,AT3G57770,PAO3,POB1,SR34b,UBQ14,UBQ11,GTA2,TPPF,NYC1,XTH15,BIN2,XTH29,AT4G19010,NCED4,IM,TPPG,PGRL1A,XTR6,AT4G27130,SIP3,HDR,GGR,MGD2,F2P16.21,LACS7,AT5G39865,AT5G41670,ACAT2,AT5G49180,THE1,RGLG3",1.63e-06,0.00048,"Cellular metabolic process"
"28","Process","GO:0055114",23,1369,3702,"3702.AT1G44170.2,3702.AT1G64900.1,3702.AT1G67290.1,3702.AT1G69500.1,3702.AT2G15620.1,3702.AT2G29150.1,3702.AT2G34770.1,3702.AT2G43020.1,3702.AT3G03470.1,3702.AT3G26300.1,3702.AT3G59050.1,3702.AT4G13250.1,3702.AT4G19170.1,3702.AT4G22260.1,3702.AT4G22890.1,3702.AT4G26160.1,3702.AT4G34350.1,3702.AT4G37760.1,3702.AT5G39865.1,3702.AT5G41670.2,3702.AT5G48230.2,3702.AT5G50100.1,3702.AT5G59540.1","ALDH3H1,CYP89A2,GLOX1,CYP704B1,NIR1,AT2G29150,T29F13.2,PAO2,CYP89A9,CYP71B34,PAO3,NYC1,NCED4,IM,PGRL1A,ACHT1,HDR,SQE3,AT5G39865,AT5G41670,ACAT2,AT5G50100,AT5G59540",3.42e-06,0.00095,"Oxidation-reduction process"
"29","Process","GO:0070887",23,1409,3702,"3702.AT1G08090.1,3702.AT1G09070.1,3702.AT1G19180.1,3702.AT1G22020.1,3702.AT1G23080.1,3702.AT1G36370.1,3702.AT1G42540.1,3702.AT1G64660.1,3702.AT1G70810.1,3702.AT1G70940.1,3702.AT2G01420.2,3702.AT2G22500.1,3702.AT3G18040.1,3702.AT3G20770.1,3702.AT3G51550.1,3702.AT4G02380.1,3702.AT4G18710.1,3702.AT4G35290.2,3702.AT5G04340.1,3702.AT5G18080.1,3702.AT5G43700.1,3702.AT5G63970.1,3702.AT5G65980.1","NRT2:1,SRC2,JAZ1,SHM6,PIN7,SHM7,GLR3.3,MGL,AT1G70810,PIN3,PIN4,UCP5,MPK9,EIN3,FER,SAG21,BIN2,GLUR2,ZAT6,SAUR24,ATAUX2-11,RGLG3,AT5G65980",5.45e-06,0.0013,"Cellular response to chemical stimulus"
"30","Process","GO:0006812",14,583,3702,"3702.AT1G42540.1,3702.AT2G03590.1,3702.AT2G16120.1,3702.AT2G22500.1,3702.AT3G06130.1,3702.AT3G18830.1,3702.AT3G21180.1,3702.AT3G51860.1,3702.AT4G29900.1,3702.AT4G35290.2,3702.AT5G24580.1,3702.AT5G49630.1,3702.AT5G57110.2,3702.AT5G62680.1","GLR3.3,UPS1,PMT1,UCP5,AT3G06130,PMT5,ACA9,CAX3,ACA10,GLUR2,AT5G24580,AAP6,At5g57110,GTR2",7.56e-06,0.0017,"Cation transport"
"31","Process","GO:0007275",30,2260,3702,"3702.AT1G01550.1,3702.AT1G08090.1,3702.AT1G08465.1,3702.AT1G12950.1,3702.AT1G14720.1,3702.AT1G15110.2,3702.AT1G19180.1,3702.AT1G23080.1,3702.AT1G63930.1,3702.AT1G67290.1,3702.AT1G68090.1,3702.AT1G69500.1,3702.AT1G70940.1,3702.AT1G75390.1,3702.AT2G01420.2,3702.AT2G07050.1,3702.AT2G25930.1,3702.AT2G35940.3,3702.AT3G05970.1,3702.AT3G18830.1,3702.AT3G21180.1,3702.AT3G28917.1,3702.AT3G51550.1,3702.AT4G02380.1,3702.AT4G18710.1,3702.AT4G30200.2,3702.AT4G30960.1,3702.AT4G37470.1,3702.AT5G18080.1,3702.AT5G49180.1","BPS1,NRT2:1,YAB2,DTX31,XTH28,PSS1,JAZ1,PIN7,ROH1,GLOX1,ANN5,CYP704B1,PIN3,bZIP44,PIN4,CAS1,ELF3,BLH1,LACS6,PMT5,ACA9,MIF2,FER,SAG21,BIN2,VEL1,SIP3,KAI2,SAUR24,AT5G49180",1.05e-05,0.0022,"Multicellular organism development"
"32","Process","GO:1901701",14,599,3702,"3702.AT1G08090.1,3702.AT1G19180.1,3702.AT1G22020.1,3702.AT1G36370.1,3702.AT1G42540.1,3702.AT1G64660.1,3702.AT1G70810.1,3702.AT3G18040.1,3702.AT3G20770.1,3702.AT3G51550.1,3702.AT4G02380.1,3702.AT4G18710.1,3702.AT4G35290.2,3702.AT5G63970.1","NRT2:1,JAZ1,SHM6,SHM7,GLR3.3,MGL,AT1G70810,MPK9,EIN3,FER,SAG21,BIN2,GLUR2,RGLG3",1.02e-05,0.0022,"Cellular response to oxygen-containing compound"
"33","Process","GO:0065007",52,5216,3702,"3702.AT1G08465.1,3702.AT1G09140.1,3702.AT1G19180.1,3702.AT1G23080.1,3702.AT1G25220.2,3702.AT1G36370.1,3702.AT1G42540.1,3702.AT1G66150.1,3702.AT1G70810.1,3702.AT1G70940.1,3702.AT1G75390.1,3702.AT1G76180.1,3702.AT1G79600.1,3702.AT2G01420.2,3702.AT2G25110.1,3702.AT2G25930.1,3702.AT2G28200.1,3702.AT2G35940.3,3702.AT3G01220.1,3702.AT3G05610.1,3702.AT3G18040.1,3702.AT3G20770.1,3702.AT3G49430.3,3702.AT3G51550.1,3702.AT3G51860.1,3702.AT3G54500.3,3702.AT3G58680.1,3702.AT4G02380.1,3702.AT4G02430.2,3702.AT4G08350.1,3702.AT4G14540.1,3702.AT4G15250.1,3702.AT4G18710.1,3702.AT4G26160.1,3702.AT4G27130.1,3702.AT4G30200.2,3702.AT4G30960.1,3702.AT4G35290.2,3702.AT5G04340.1,3702.AT5G15580.1,3702.AT5G18080.1,3702.AT5G24470.1,3702.AT5G26751.1,3702.AT5G38030.1,3702.AT5G43700.1,3702.AT5G47240.1,3702.AT5G49180.1,3702.AT5G52510.1,3702.AT5G56170.1,3702.AT5G57660.1,3702.AT5G63970.1,3702.AT5G65980.1","YAB2,SR30,JAZ1,PIN7,ASB1,SHM7,GLR3.3,TMK1,AT1G70810,PIN3,bZIP44,ERD14,AT1G79600,PIN4,SDF2,ELF3,AT2G28200,BLH1,HB20,AT3G05610,MPK9,EIN3,SR34a,FER,CAX3,AT3G54500,MBF1B,SAG21,SR34b,GTA2,NF-YB3,BBX9,BIN2,ACHT1,AT4G27130,VEL1,SIP3,GLUR2,ZAT6,LNG1,SAUR24,PRR5,F2P16.21,AT5G38030,ATAUX2-11,NUDT8,AT5G49180,SCL8,LLG1,COL5,RGLG3,AT5G65980",1.41e-05,0.0028,"Biological regulation"
"34","Process","GO:0071495",17,888,3702,"3702.AT1G19180.1,3702.AT1G22020.1,3702.AT1G23080.1,3702.AT1G36370.1,3702.AT1G42540.1,3702.AT1G70810.1,3702.AT1G70940.1,3702.AT2G01420.2,3702.AT3G18040.1,3702.AT3G20770.1,3702.AT3G51550.1,3702.AT4G18710.1,3702.AT4G35290.2,3702.AT5G18080.1,3702.AT5G43700.1,3702.AT5G63970.1,3702.AT5G65980.1","JAZ1,SHM6,PIN7,SHM7,GLR3.3,AT1G70810,PIN3,PIN4,MPK9,EIN3,FER,BIN2,GLUR2,SAUR24,ATAUX2-11,RGLG3,AT5G65980",1.44e-05,0.0028,"Cellular response to endogenous stimulus"
"35","Process","GO:0009733",10,324,3702,"3702.AT1G23080.1,3702.AT1G70940.1,3702.AT2G01420.2,3702.AT2G14960.1,3702.AT2G25930.1,3702.AT3G01220.1,3702.AT4G18710.1,3702.AT5G18080.1,3702.AT5G43700.1,3702.AT5G65980.1","PIN7,PIN3,PIN4,GH3.1,ELF3,HB20,BIN2,SAUR24,ATAUX2-11,AT5G65980",2.07e-05,0.0037,"Response to auxin"
"36","Process","GO:0006811",17,925,3702,"3702.AT1G08090.1,3702.AT1G42540.1,3702.AT2G03590.1,3702.AT2G16120.1,3702.AT2G22500.1,3702.AT3G06130.1,3702.AT3G18830.1,3702.AT3G21180.1,3702.AT3G30390.2,3702.AT3G51860.1,3702.AT3G51895.1,3702.AT4G29900.1,3702.AT4G35290.2,3702.AT5G24580.1,3702.AT5G49630.1,3702.AT5G57110.2,3702.AT5G62680.1","NRT2:1,GLR3.3,UPS1,PMT1,UCP5,AT3G06130,PMT5,ACA9,AT3G30390,CAX3,SULTR3;1,ACA10,GLUR2,AT5G24580,AAP6,At5g57110,GTR2",2.4e-05,0.004,"Ion transport"
"37","Process","GO:0051179",30,2370,3702,"3702.AT1G08090.1,3702.AT1G09070.1,3702.AT1G12950.1,3702.AT1G23080.1,3702.AT1G24100.1,3702.AT1G42540.1,3702.AT1G70940.1,3702.AT2G01420.2,3702.AT2G03590.1,3702.AT2G16120.1,3702.AT2G22500.1,3702.AT2G36830.1,3702.AT3G06130.1,3702.AT3G18830.1,3702.AT3G21180.1,3702.AT3G25690.2,3702.AT3G30390.2,3702.AT3G51860.1,3702.AT3G51895.1,3702.AT4G15920.1,3702.AT4G29900.1,3702.AT4G30960.1,3702.AT4G35100.2,3702.AT4G35290.2,3702.AT5G24580.1,3702.AT5G38030.1,3702.AT5G49630.1,3702.AT5G57110.2,3702.AT5G62680.1,3702.AT5G65980.1","NRT2:1,SRC2,DTX31,PIN7,UGT74B1,GLR3.3,PIN3,PIN4,UPS1,PMT1,UCP5,GAMMA-TIP,AT3G06130,PMT5,ACA9,CHUP1,AT3G30390,CAX3,SULTR3;1,SWEET17,ACA10,SIP3,PIP3,GLUR2,AT5G24580,AT5G38030,AAP6,At5g57110,GTR2,AT5G65980",2.57e-05,0.004,"Localization"
"38","Process","GO:0071704",63,6962,3702,"3702.AT1G08090.1,3702.AT1G08510.1,3702.AT1G08630.1,3702.AT1G09140.1,3702.AT1G10550.1,3702.AT1G14720.1,3702.AT1G15110.2,3702.AT1G22020.1,3702.AT1G24100.1,3702.AT1G25220.2,3702.AT1G32170.1,3702.AT1G36370.1,3702.AT1G44170.2,3702.AT1G64230.5,3702.AT1G64660.1,3702.AT1G66150.1,3702.AT1G79600.1,3702.AT2G03590.1,3702.AT2G07050.1,3702.AT2G15620.1,3702.AT2G34770.1,3702.AT2G43020.1,3702.AT3G01120.1,3702.AT3G05610.1,3702.AT3G05970.1,3702.AT3G10330.1,3702.AT3G16150.1,3702.AT3G18040.1,3702.AT3G23920.1,3702.AT3G49430.3,3702.AT3G51550.1,3702.AT3G57770.1,3702.AT3G59050.1,3702.AT3G61600.1,3702.AT4G02430.2,3702.AT4G02890.3,3702.AT4G05050.2,3702.AT4G08350.1,3702.AT4G12430.1,3702.AT4G13250.1,3702.AT4G14130.1,3702.AT4G18710.1,3702.AT4G18990.1,3702.AT4G19010.1,3702.AT4G19170.1,3702.AT4G22260.1,3702.AT4G22590.1,3702.AT4G25810.1,3702.AT4G27130.1,3702.AT4G30960.1,3702.AT4G34350.1,3702.AT4G37760.1,3702.AT4G38460.1,3702.AT5G10770.1,3702.AT5G18670.1,3702.AT5G20410.1,3702.AT5G26751.1,3702.AT5G27600.1,3702.AT5G41670.2,3702.AT5G48230.2,3702.AT5G49180.1,3702.AT5G54380.1,3702.AT5G63970.1","NRT2:1,FATB,THA1,SR30,XTH33,XTH28,PSS1,SHM6,UGT74B1,ASB1,XTH30,SHM7,ALDH3H1,UBC28,MGL,TMK1,AT1G79600,UPS1,CAS1,NIR1,T29F13.2,PAO2,MTO1,AT3G05610,LACS6,AT3G10330,ASPGB1,MPK9,TRBAMY,SR34a,FER,AT3G57770,PAO3,POB1,SR34b,UBQ14,UBQ11,GTA2,TPPF,NYC1,XTH15,BIN2,XTH29,AT4G19010,NCED4,IM,TPPG,XTR6,AT4G27130,SIP3,HDR,SQE3,GGR,AT5G10770,BMY3,MGD2,F2P16.21,LACS7,AT5G41670,ACAT2,AT5G49180,THE1,RGLG3",2.46e-05,0.004,"Organic substance metabolic process"
"39","Process","GO:0009628",25,1785,3702,"3702.AT1G09070.1,3702.AT1G42540.1,3702.AT1G44170.2,3702.AT1G64660.1,3702.AT1G68090.1,3702.AT1G70940.1,3702.AT1G76180.1,3702.AT1G79600.1,3702.AT2G01420.2,3702.AT2G22500.1,3702.AT2G25930.1,3702.AT2G35940.3,3702.AT3G20770.1,3702.AT3G23920.1,3702.AT3G61600.1,3702.AT4G02380.1,3702.AT4G14130.1,3702.AT4G15920.1,3702.AT4G30200.2,3702.AT4G30960.1,3702.AT4G37470.1,3702.AT5G04340.1,3702.AT5G26751.1,3702.AT5G27600.1,3702.AT5G62680.1","SRC2,GLR3.3,ALDH3H1,MGL,ANN5,PIN3,ERD14,AT1G79600,PIN4,UCP5,ELF3,BLH1,EIN3,TRBAMY,POB1,SAG21,XTH15,SWEET17,VEL1,SIP3,KAI2,ZAT6,F2P16.21,LACS7,GTR2",2.7e-05,0.0041,"Response to abiotic stimulus"
"40","Process","GO:0040007",10,335,3702,"3702.AT1G10550.1,3702.AT1G12950.1,3702.AT1G68090.1,3702.AT1G70940.1,3702.AT2G25930.1,3702.AT4G18710.1,3702.AT5G15580.1,3702.AT5G48230.2,3702.AT5G50100.1,3702.AT5G54380.1","XTH33,DTX31,ANN5,PIN3,ELF3,BIN2,LNG1,ACAT2,AT5G50100,THE1",2.73e-05,0.0041,"Growth"
"41","Process","GO:0050794",44,4214,3702,"3702.AT1G08465.1,3702.AT1G09140.1,3702.AT1G19180.1,3702.AT1G23080.1,3702.AT1G25220.2,3702.AT1G36370.1,3702.AT1G42540.1,3702.AT1G66150.1,3702.AT1G70810.1,3702.AT1G70940.1,3702.AT1G75390.1,3702.AT2G01420.2,3702.AT2G25110.1,3702.AT2G25930.1,3702.AT2G28200.1,3702.AT2G35940.3,3702.AT3G01220.1,3702.AT3G18040.1,3702.AT3G20770.1,3702.AT3G49430.3,3702.AT3G51550.1,3702.AT3G54500.3,3702.AT3G58680.1,3702.AT4G02430.2,3702.AT4G08350.1,3702.AT4G14540.1,3702.AT4G15250.1,3702.AT4G18710.1,3702.AT4G26160.1,3702.AT4G27130.1,3702.AT4G30200.2,3702.AT4G30960.1,3702.AT4G35290.2,3702.AT5G04340.1,3702.AT5G15580.1,3702.AT5G18080.1,3702.AT5G24470.1,3702.AT5G26751.1,3702.AT5G43700.1,3702.AT5G47240.1,3702.AT5G52510.1,3702.AT5G57660.1,3702.AT5G63970.1,3702.AT5G65980.1","YAB2,SR30,JAZ1,PIN7,ASB1,SHM7,GLR3.3,TMK1,AT1G70810,PIN3,bZIP44,PIN4,SDF2,ELF3,AT2G28200,BLH1,HB20,MPK9,EIN3,SR34a,FER,AT3G54500,MBF1B,SR34b,GTA2,NF-YB3,BBX9,BIN2,ACHT1,AT4G27130,VEL1,SIP3,GLUR2,ZAT6,LNG1,SAUR24,PRR5,F2P16.21,ATAUX2-11,NUDT8,SCL8,COL5,RGLG3,AT5G65980",2.86e-05,0.0041,"Regulation of cellular process"
"42","Process","GO:0051234",29,2261,3702,"3702.AT1G08090.1,3702.AT1G09070.1,3702.AT1G12950.1,3702.AT1G23080.1,3702.AT1G42540.1,3702.AT1G70940.1,3702.AT2G01420.2,3702.AT2G03590.1,3702.AT2G16120.1,3702.AT2G22500.1,3702.AT2G36830.1,3702.AT3G06130.1,3702.AT3G18830.1,3702.AT3G21180.1,3702.AT3G25690.2,3702.AT3G30390.2,3702.AT3G51860.1,3702.AT3G51895.1,3702.AT4G15920.1,3702.AT4G29900.1,3702.AT4G30960.1,3702.AT4G35100.2,3702.AT4G35290.2,3702.AT5G24580.1,3702.AT5G38030.1,3702.AT5G49630.1,3702.AT5G57110.2,3702.AT5G62680.1,3702.AT5G65980.1","NRT2:1,SRC2,DTX31,PIN7,GLR3.3,PIN3,PIN4,UPS1,PMT1,UCP5,GAMMA-TIP,AT3G06130,PMT5,ACA9,CHUP1,AT3G30390,CAX3,SULTR3;1,SWEET17,ACA10,SIP3,PIP3,GLUR2,AT5G24580,AT5G38030,AAP6,At5g57110,GTR2,AT5G65980",2.83e-05,0.0041,"Establishment of localization"
"43","Process","GO:0098660",12,490,3702,"3702.AT1G42540.1,3702.AT2G03590.1,3702.AT2G16120.1,3702.AT2G22500.1,3702.AT3G18830.1,3702.AT3G21180.1,3702.AT3G51860.1,3702.AT3G51895.1,3702.AT4G29900.1,3702.AT4G35290.2,3702.AT5G57110.2,3702.AT5G62680.1","GLR3.3,UPS1,PMT1,UCP5,PMT5,ACA9,CAX3,SULTR3;1,ACA10,GLUR2,At5g57110,GTR2",2.88e-05,0.0041,"Inorganic ion transmembrane transport"
"44","Process","GO:1901699",5,58,3702,"3702.AT1G08090.1,3702.AT1G22020.1,3702.AT1G36370.1,3702.AT1G42540.1,3702.AT4G35290.2","NRT2:1,SHM6,SHM7,GLR3.3,GLUR2",2.85e-05,0.0041,"Cellular response to nitrogen compound"
"45","Process","GO:0009069",5,62,3702,"3702.AT1G08630.1,3702.AT1G22020.1,3702.AT1G36370.1,3702.AT1G64660.1,3702.AT3G01120.1","THA1,SHM6,SHM7,MGL,MTO1",3.84e-05,0.0048,"Serine family amino acid metabolic process"
"46","Process","GO:0001101",10,355,3702,"3702.AT1G42540.1,3702.AT1G44170.2,3702.AT1G64660.1,3702.AT1G68090.1,3702.AT1G76180.1,3702.AT1G79600.1,3702.AT3G23920.1,3702.AT4G02380.1,3702.AT4G30960.1,3702.AT4G35290.2","GLR3.3,ALDH3H1,MGL,ANN5,ERD14,AT1G79600,TRBAMY,SAG21,SIP3,GLUR2",4.39e-05,0.0052,"Response to acid chemical"
"47","Process","GO:0009605",23,1608,3702,"3702.AT1G19180.1,3702.AT1G19920.1,3702.AT1G24100.1,3702.AT1G42540.1,3702.AT1G64660.1,3702.AT1G70940.1,3702.AT1G79600.1,3702.AT2G01420.2,3702.AT2G25110.1,3702.AT2G25930.1,3702.AT2G35940.3,3702.AT3G08860.1,3702.AT3G20770.1,3702.AT3G51550.1,3702.AT3G51860.1,3702.AT3G54500.3,3702.AT4G02380.1,3702.AT4G15920.1,3702.AT5G20410.1,3702.AT5G38030.1,3702.AT5G54380.1,3702.AT5G57110.2,3702.AT5G63970.1","JAZ1,MET3-1,UGT74B1,GLR3.3,MGL,PIN3,AT1G79600,PIN4,SDF2,ELF3,BLH1,PYD4,EIN3,FER,CAX3,AT3G54500,SAG21,SWEET17,MGD2,AT5G38030,THE1,At5g57110,RGLG3",4.3e-05,0.0052,"Response to external stimulus"
"48","Process","GO:0098662",11,434,3702,"3702.AT1G42540.1,3702.AT2G03590.1,3702.AT2G16120.1,3702.AT2G22500.1,3702.AT3G18830.1,3702.AT3G21180.1,3702.AT3G51860.1,3702.AT4G29900.1,3702.AT4G35290.2,3702.AT5G57110.2,3702.AT5G62680.1","GLR3.3,UPS1,PMT1,UCP5,PMT5,ACA9,CAX3,ACA10,GLUR2,At5g57110,GTR2",4.62e-05,0.0053,"Inorganic cation transmembrane transport"
"49","Process","GO:0016049",9,288,3702,"3702.AT1G10550.1,3702.AT1G12950.1,3702.AT1G68090.1,3702.AT1G70940.1,3702.AT2G25930.1,3702.AT4G18710.1,3702.AT5G15580.1,3702.AT5G48230.2,3702.AT5G54380.1","XTH33,DTX31,ANN5,PIN3,ELF3,BIN2,LNG1,ACAT2,THE1",4.93e-05,0.0055,"Cell growth"
"50","Process","GO:0006810",28,2223,3702,"3702.AT1G08090.1,3702.AT1G09070.1,3702.AT1G12950.1,3702.AT1G23080.1,3702.AT1G42540.1,3702.AT1G70940.1,3702.AT2G01420.2,3702.AT2G03590.1,3702.AT2G16120.1,3702.AT2G22500.1,3702.AT2G36830.1,3702.AT3G06130.1,3702.AT3G18830.1,3702.AT3G21180.1,3702.AT3G30390.2,3702.AT3G51860.1,3702.AT3G51895.1,3702.AT4G15920.1,3702.AT4G29900.1,3702.AT4G30960.1,3702.AT4G35100.2,3702.AT4G35290.2,3702.AT5G24580.1,3702.AT5G38030.1,3702.AT5G49630.1,3702.AT5G57110.2,3702.AT5G62680.1,3702.AT5G65980.1","NRT2:1,SRC2,DTX31,PIN7,GLR3.3,PIN3,PIN4,UPS1,PMT1,UCP5,GAMMA-TIP,AT3G06130,PMT5,ACA9,AT3G30390,CAX3,SULTR3;1,SWEET17,ACA10,SIP3,PIP3,GLUR2,AT5G24580,AT5G38030,AAP6,At5g57110,GTR2,AT5G65980",5.47e-05,0.006,"Transport"
"51","Process","GO:0010252",4,33,3702,"3702.AT1G23080.1,3702.AT1G70940.1,3702.AT2G01420.2,3702.AT5G38030.1","PIN7,PIN3,PIN4,AT5G38030",5.49e-05,0.006,"Auxin homeostasis"
"52","Process","GO:0006545",3,11,3702,"3702.AT1G08630.1,3702.AT1G22020.1,3702.AT1G36370.1","THA1,SHM6,SHM7",6.06e-05,0.0063,"Glycine biosynthetic process"
"53","Process","GO:0010035",15,801,3702,"3702.AT1G08090.1,3702.AT1G36370.1,3702.AT1G44170.2,3702.AT1G64660.1,3702.AT1G68090.1,3702.AT1G76180.1,3702.AT1G79600.1,3702.AT2G15620.1,3702.AT3G05970.1,3702.AT3G23920.1,3702.AT3G51860.1,3702.AT4G02380.1,3702.AT4G30960.1,3702.AT5G27600.1,3702.AT5G41670.2","NRT2:1,SHM7,ALDH3H1,MGL,ANN5,ERD14,AT1G79600,NIR1,LACS6,TRBAMY,CAX3,SAG21,SIP3,LACS7,AT5G41670",6.03e-05,0.0063,"Response to inorganic substance"
